mu,sigma,centroid_defect,log_mass_ratio
0.12916666666666668,0.015333333333333332,0.07968394248066014,-0.02659153721050289
0.13333333333333333,0.015333333333333332,0.09686791394187955,-0.01876116412668497
0.1375,0.015333333333333332,0.08954257095604182,-0.020229079502634945
0.14166666666666666,0.015333333333333332,0.046631526413868876,-0.012631534604230435
0.14583333333333334,0.015333333333333332,0.03040812964538299,-0.011294328559240218
0.15000000000000002,0.015333333333333332,0.05037489924496051,-0.005953672567235084
0.15416666666666667,0.015333333333333332,0.03583127086659647,-0.0051393630045824265
0.15833333333333333,0.015333333333333332,0.12408418108073374,-0.001157933831879319
0.1625,0.015333333333333332,0.0,-10.875639937004168
0.16666666666666669,0.015333333333333332,0.0,-10.875639937004168
0.17083333333333334,0.015333333333333332,0.0,-10.875639937004168
0.175,0.015333333333333332,0.0,-10.875639937004168
0.17916666666666667,0.015333333333333332,0.0,-10.875639937004168
0.18333333333333335,0.015333333333333332,0.0,-10.875639937004168
0.1875,0.015333333333333332,0.0,-10.875639937004168
0.19166666666666665,0.015333333333333332,0.0,-10.875639937004168
0.19583333333333333,0.015333333333333332,0.0,-10.875639937004168
0.2,0.015333333333333332,0.0,-10.875639937004168
0.1,0.016,9.197408077689731,0.8924274576884976
0.10416666666666667,0.016,12.183593631716702,0.8988523055091336
0.10833333333333334,0.016,10.684437878281214,0.907876221014514
0.1125,0.016,13.22609499368475,0.9291465904160221
0.11666666666666667,0.016,10.74508764745973,0.9394621539895506
0.12083333333333333,0.016,9.557197488888205,0.9441768525506457
0.125,0.016,4.236488454155023,-10.875639937004168
0.12916666666666668,0.016,5.764132069764048,-10.875639937004168
0.13333333333333333,0.016,0.0812013245353983,-0.012750615458064189
0.1375,0.016,0.0794832511669038,-0.009807664806235296
0.14166666666666666,0.016,0.05965511549943404,-0.005454306220512086
0.14583333333333334,0.016,0.033392120928263776,-0.002745998089735835
0.15000000000000002,0.016,0.023775708046966215,0.0033085214374491915
0.15416666666666667,0.016,0.07866653176848022,0.004528267083768267
0.15833333333333333,0.016,0.0502185058091712,0.008867081622684
0.1625,0.016,0.0,-10.875639937004168
0.16666666666666669,0.016,0.0,-10.875639937004168
0.17083333333333334,0.016,0.0,-10.875639937004168
0.175,0.016,0.0,-10.875639937004168
0.17916666666666667,0.016,0.0,-10.875639937004168
0.18333333333333335,0.016,0.0,-10.875639937004168
0.1875,0.016,0.0,-10.875639937004168
0.19166666666666665,0.016,0.0,-10.875639937004168
0.19583333333333333,0.016,0.0,-10.875639937004168
0.2,0.016,0.0,-10.875639937004168
0.1,0.016666666666666666,8.647254486329418,0.9007868514539923
0.10416666666666667,0.016666666666666666,10.090159011573444,0.900373019750632
0.10833333333333334,0.016666666666666666,12.130768197712213,0.920530429689743
0.1125,0.016666666666666666,8.828739063670554,0.9282165104291634
0.11666666666666667,0.016666666666666666,10.931674459437456,0.9341258845512168
0.12083333333333333,0.016666666666666666,11.356786457370207,0.952079075520166
0.125,0.016666666666666666,8.603376787605905,0.9727840492195449
0.12916666666666668,0.016666666666666666,6.123149309126454,0.9928700944990219
0.13333333333333333,0.016666666666666666,5.225434324456382,-10.875639937004168
0.1375,0.016666666666666666,0.0528740370701989,-0.00270046450418775
0.14166666666666666,0.016666666666666666,0.07261003415089962,0.0008845909680317379
0.14583333333333334,0.016666666666666666,0.03525911199571418,0.004136097407933956
0.15000000000000002,0.016666666666666666,0.02769049028428551,0.009726960066391762
0.15416666666666667,0.016666666666666666,0.023907903257168066,0.010957939105504702
0.15833333333333333,0.016666666666666666,0.06223630000031977,0.016372020463378018
0.1625,0.016666666666666666,0.0,-10.875639937004168
0.16666666666666669,0.016666666666666666,0.0,-10.875639937004168
0.17083333333333334,0.016666666666666666,0.0,-10.875639937004168
0.175,0.016666666666666666,0.0,-10.875639937004168
0.17916666666666667,0.016666666666666666,0.0,-10.875639937004168
0.18333333333333335,0.016666666666666666,0.0,-10.875639937004168
0.1875,0.016666666666666666,0.0,-10.875639937004168
0.19166666666666665,0.016666666666666666,0.0,-10.875639937004168
0.19583333333333333,0.016666666666666666,0.0,-10.875639937004168
0.2,0.016666666666666666,0.0,-10.875639937004168
0.1,0.017333333333333333,6.677899405759998,0.8972639871329433
0.10416666666666667,0.017333333333333333,8.934387725745577,0.9141395100760282
0.10833333333333334,0.017333333333333333,15.296486615329272,0.9188735620136295
0.1125,0.017333333333333333,6.729346374886582,0.9339518436744791
0.11666666666666667,0.017333333333333333,6.982819698709126,0.9488803032025723
0.12083333333333333,0.017333333333333333,16.452527268230792,0.9431316732342017
0.125,0.017333333333333333,5.009114614708714,0.9876452355470695
0.12916666666666668,0.017333333333333333,10.85897774683406,0.9891658242402968
0.13333333333333333,0.017333333333333333,3.697460934356404,0.9933449975534895
0.1375,0.017333333333333333,0.12424019014150595,0.0005119538798905367
0.14166666666666666,0.017333333333333333,0.06318311707294615,0.005698078165692055
0.14583333333333334,0.017333333333333333,0.03137015436988927,0.011047068396597259
0.15000000000000002,0.017333333333333333,0.034005105630085845,0.013539897541040017
0.15416666666666667,0.017333333333333333,0.03347396756651109,0.018026892555494885
0.15833333333333333,0.017333333333333333,0.04158781135865451,0.02183728649448586
0.1625,0.017333333333333333,0.0,-10.875639937004168
0.16666666666666669,0.017333333333333333,0.0,-10.875639937004168
0.17083333333333334,0.017333333333333333,0.0,-10.875639937004168
0.175,0.017333333333333333,0.0,-10.875639937004168
0.17916666666666667,0.017333333333333333,0.0,-10.875639937004168
0.18333333333333335,0.017333333333333333,0.0,-10.875639937004168
0.1875,0.017333333333333333,0.0,-10.875639937004168
0.19166666666666665,0.017333333333333333,0.0,-10.875639937004168
0.19583333333333333,0.017333333333333333,0.0,-10.875639937004168
0.2,0.017333333333333333,0.0,-10.875639937004168
0.1,0.018000000000000002,16.093207239053733,0.8995032161585117
0.10416666666666667,0.018000000000000002,13.490764400002506,0.9102161276937046
0.10833333333333334,0.018000000000000002,9.028344947036073,0.9221213670276442
0.1125,0.018000000000000002,15.308806931354603,0.9365793019294133
0.11666666666666667,0.018000000000000002,11.532271389511214,0.9403539314365024
0.12083333333333333,0.018000000000000002,10.24994043940189,0.9456593286618292
0.125,0.018000000000000002,14.321384581056163,0.9674162099850925
0.12916666666666668,0.018000000000000002,14.952485756917135,0.9901160334789731
0.13333333333333333,0.018000000000000002,9.45639543605954,0.986496922226672
0.1375,0.018000000000000002,3.9067588895093732,-10.875639937004168
